음/양력,한자명,이름,생년월일,선거구구분,재선,정당명,영문명칭,대별코드,성별,대,국회의원코드,당선,선거구
음,梁慶子,양경자,1940-07-25,전국구,재선,민주정의당,"Yang, Kyung-ja",100013,여,제13대,HVO20403,"제12대, 제13대",
음,梁性佑,양성우,1943-11-01,지역구,초선,평화민주당,Yang Sung-woo,100013,남,제13대,ZQN31275,제13대,서울 양천구갑
음,延濟源,연제원,1927-06-16,전국구,재선,신민주공화당,"Yon, Je-won",100013,남,제13대,LL74000X,"제11대, 제13대",
음,吳景義,오경의,1940-03-06,지역구,초선,통일민주당,,100013,남,제13대,CRH49829,제13대,경북 안동시
음,吳龍雲,오용운,1926-12-14,지역구,3선,신민주공화당,"Oh, Yong-woon",100013,남,제13대,Y761049K,"제10대, 제13대, 제15대",충북 청주시을
음,吳有邦,오유방,1940-09-18,지역구,3선,민주정의당,Oh You-bang,100013,남,제13대,I3819289,"제9대, 제10대, 제13대",서울 은평구갑
음,吳탄,오탄,1939-10-16,지역구,재선,평화민주당,Oh Tan,100013,남,제13대,REX1877I,"제13대, 제14대",전북 전주시갑
음,吳漢九,오한구,1934-06-10,지역구,3선,민주정의당,"Oh, Han-koo",100013,남,제13대,Y771224V,"제11대, 제12대, 제13대","경북 영양,봉화군"
음,玉滿鎬,옥만호,1925-09-02,전국구,초선,신민주공화당,Ok Man-ho,100013,남,제13대,JNV4397B,제13대,
음,劉基洙,유기수,1941-12-03,지역구,초선,신민주공화당,You Kee-soo,100013,남,제13대,M9I4775W,제13대,서울 구로구을
음,兪棋濬,유기준,1924-12-18,지역구,초선,통일민주당,Yoo Ki-jun,100013,남,제13대,K4Q81564,제13대,경기 광주군
음,劉基天,유기천,1927-04-06,전국구,초선,민주정의당,You Key-chun,100013,남,제13대,TXU99386,제13대,
음,劉守鎬,유수호,1931-12-16,지역구,재선,민주정의당,Yoo Su-ho,100013,남,제13대,9TG26303,"제13대, 제14대",대구 중구
음,柳寅鶴,유인학,1939-12-03,지역구,재선,평화민주당,"Yoo, In-hak",100013,남,제13대,WO81943O,"제13대, 제14대",전남 영암군
음,柳晙相,유준상,1942-10-10,지역구,4선,평화민주당,"Yoo, Joon-sang",100013,남,제13대,TZQ65416,"제11대, 제12대, 제13대, 제14대",전남 보성군
음,兪學聖,유학성,1927-02-28,지역구,3선,민주정의당,"Yoo, Hak-seong",100013,남,제13대,DSA2985Y,"제12대, 제13대, 제14대",경북 예천군
음,柳漢烈,유한열,1938-01-15,지역구,5선,무소속,"Yoo, Han-yul",100013,남,제13대,8AZ5362W,"제10대, 제11대, 제12대, 제13대, 제16대",충남 금산군
음,尹吉重,윤길중,1916-08-14,전국구,6선,민주정의당,"Yoon, Giel-joong",100013,남,제13대,HBO3666Q,"제2대, 제5대, 제8대, 제11대, 제12대, 제13대",
음,尹星漢,윤성한,1936-10-30,지역구,초선,신민주공화당,Yun Sung-han,100013,남,제13대,2OQ3817H,제13대,충남 대전시동구을
음,尹在基,윤재기,1944-08-14,지역구,초선,신민주공화당,Yoon Jai-ki,100013,남,제13대,RSE1582E,제13대,"충남 공주시,군"
음,李康熙,이강희,1942-05-05,지역구,재선,민주정의당,"Lee, Kang-hee",100013,남,제13대,88J81936,"제13대, 제15대",인천 남구을
음,李敬載,이경재,1932-12-10,전국구,재선,평화민주당,Lee Kyung-jae,100013,남,제13대,CKS9642T,"제13대, 제14대",
음,李光魯,이광노,1931-06-16,전국구,초선,민주정의당,Lee Kwang-ro,100013,남,제13대,HE94360B,제13대,
음,李敎成,이교성,1939-08-30,전국구,초선,평화민주당,Lee Kyo-sung,100013,남,제13대,3QK4193V,제13대,
음,李肯珪,이긍규,1941-10-20,지역구,3선,민주정의당,"Lee, Keung-kyu",100013,남,제13대,HOO4824R,"제13대, 제14대, 제15대",충남 서천군
음,李起彬,이기빈,1932-05-02,지역구,초선,무소속,Lee Kee-bin,100013,남,제13대,H679074W,제13대,제주 북제주
음,李基澤,이기택,1937-07-25,지역구,7선,통일민주당,Lee Ki-taek,100013,남,제13대,7Q05452E,"제7대, 제8대, 제9대, 제10대, 제12대, 제13대, 제14대",부산 해운대구
음,李大燁,이대엽,1935-05-10,지역구,3선,신민주공화당,"Lee, Dae-yub",100013,남,제13대,WJK18305,"제11대, 제12대, 제13대",경기 성남시갑
음,李德浩,이덕호,1941-12-14,지역구,초선,민주정의당,Lee Duk-ho,100013,남,제13대,6RM77040,제13대,경기 동두천시양주군
음,李道先,이도선,1932-10-05,전국구,4선,민주정의당,Lee Do-sun,100013,남,제13대,4QJ8677M,"제8대, 제9대, 제10대, 제13대",
음,李敦萬,이돈만,1848-08-09,지역구,초선,평화민주당,Lee Don-man,100013,남,제13대,WPW4909K,제13대,전남 광양
음,李東根,이동근,1939-05-01,전국구,재선,평화민주당,Lee Dong-keun,100013,남,제13대,UMW2528R,"제13대, 제14대",
음,李東鎭,이동진,1931-10-09,전국구,3선,민주정의당,"Lee, Dong-jin",100013,남,제13대,2081986U,"제6대, 제11대, 제13대",
음,李敏燮,이민섭,1939-02-28,지역구,4선,민주정의당,"Lee, Min-sup",100013,남,제13대,2CS7325Y,"제11대, 제12대, 제13대, 제14대","강원 춘성,양구,인제군"
음,李炳勇,이병용,1926-04-29,전국구,초선,민주정의당,Lee Byung-yong,100013,남,제13대,P5W8553L,제13대,
음,李秉禧,이병희,1926-08-01,지역구,7선,신민주공화당,"Lee, Byoung-heui",100013,남,제13대,9VF7142D,"제6대, 제7대, 제8대, 제9대, 제10대, 제13대, 제15대",경기 수원시을
음,李相得,이상득,1935-11-29,지역구,6선,민주정의당,"Lee, Sang Deuk",100013,남,제13대,RLG4231U,"제13대, 제14대, 제15대, 제16대, 제17대, 제18대","경북 영일,울릉군"
음,李相洙,이상수,1946-12-10,지역구,3선,평화민주당,"Lee, Sang-soo",100013,남,제13대,5W34729L,"제13대, 제15대, 제16대",서울 중랑구갑
음,李相玉,이상옥,1950-03-22,지역구,초선,평화민주당,Lee Sang-ok,100013,남,제13대,FZZ4744X,제13대,"전북 진안,무주,장수"
음,李相河,이상하,1937-11-28,전국구,초선,민주정의당,Lee Sang-ha,100013,남,제13대,XWL4618B,제13대,
음,李相回,이상회,1935-08-13,전국구,초선,민주정의당,Lee Sang-hwe,100013,남,제13대,8Q16619C,제13대,
음,李聖浩,이성호,1938-12-18,지역구,4선,민주정의당,"Lee, Sung-ho",100013,남,제13대,TNK9949W,"제12대, 제13대, 제14대, 제15대",경기 남양주
음,李壽仁,이수인,1941-04-29,지역구,재선,평화민주당,"Lee, Soo-in",100013,남,제13대,66U24346,"제13대, 제15대","전남 함평,영광군"
음,李承潤,이승윤,1931-11-07,지역구,4선,민주정의당,"Lee, Seung-yun",100013,남,제13대,Y0G24569,"제9대, 제10대, 제13대, 제14대",인천 북구을
음,李永權,이영권,1936-06-03,지역구,3선,평화민주당,"Lee, Young-kwon",100013,남,제13대,HIT2733V,"제12대, 제13대, 제14대",전남 장흥군
음,李榮文,이영문,1933-03-30,지역구,재선,민주정의당,Lee Young-moon,100013,남,제13대,J6J6288S,"제13대, 제14대",경기 이천시
음,李雄熙,이웅희,1931-01-26,지역구,3선,민주정의당,"Lee, Woong-hee",100013,남,제13대,19211414,"제13대, 제14대, 제15대",경기 용인군
음,李元湃,이원배,1932-05-14,지역구,초선,평화민주당,Lee Won-bea,100013,남,제13대,JMX15674,제13대,서울 강서구갑
음,李源祚,이원조,1933-01-15,전국구,재선,민주정의당,Lee Won-joe,100013,남,제13대,3IY62278,"제13대, 제14대",
음,李潤子,이윤자,1928-03-12,전국구,재선,민주정의당,Lee Yoon-ja,100013,여,제13대,OK67147J,"제11대, 제13대",
음,李應善,이응선,1934-05-03,지역구,재선,민주정의당,"Lee, Eung-sun",100013,남,제13대,48H5289C,"제13대, 제15대",강원 홍천군
음,李麟求,이인구,1932-04-18,지역구,재선,신민주공화당,"Lee, In-koo",100013,남,제13대,HNY4948U,"제13대, 제15대",충남 대덕군연기군
양,李仁濟,이인제,1948-12-11,지역구,6선,통일민주당,RHEE In-je,100013,남,제13대,HJI9845B,"제13대, 제14대, 제16대, 제17대, 제18대, 제19대",경기 안양시갑
음,李慈憲,이자헌,1935-04-14,지역구,5선,민주정의당,"Lee, Ja-hon",100013,남,제13대,A5I4284G,"제10대, 제11대, 제12대, 제13대, 제14대",경기 평택
음,李載根,이재근,1937-04-05,지역구,3선,평화민주당,"Lee, Jai-keun",100013,남,제13대,4D37702V,"제11대, 제12대, 제13대","전남 나주시,군"
음,李在淵,이재연,1933-10-15,지역구,초선,신민주공화당,Lee jae-youn,100013,남,제13대,94923460,제13대,경북 경산군청도군
음,李在晃,이재황,1948-03-06,전국구,초선,민주정의당,Lee Jae-hwang,100013,남,제13대,NIH2967M,제13대,
음,李廷武,이정무,1941-04-09,지역구,재선,민주정의당,"Lee, Jung-moo",100013,남,제13대,KNJ5466T,"제13대, 제15대",대구 남구
음,李鐘根,이종근,1923-10-22,지역구,6선,신민주공화당,Lee Jong-keun,100013,남,제13대,DCY93694,"제6대, 제7대, 제9대, 제10대, 제13대, 제14대",충북 충주시중원
음,李鍾贊,이종찬,1936-04-29,지역구,4선,민주정의당,"Lee, Jong-chan",100013,남,제13대,SDX64659,"제11대, 제12대, 제13대, 제14대",서울 종로구
음,李珍雨,이진우,1934-02-20,지역구,재선,민주정의당,"Lee, Jeen-woo",100013,남,제13대,JZQ2865S,"제11대, 제13대",경북 포항시
음,李讚九,이찬구,1941-07-30,지역구,초선,평화민주당,"Lee, Chan-koo",100013,남,제13대,ZM57890S,제13대,경기 성남시을
음,李哲,이철,1948-03-18,지역구,3선,무소속,Lee Chul,100013,남,제13대,9X386624,"제12대, 제13대, 제14대",서울 성북구갑
음,李喆鎔,이철용,1948-10-07,지역구,초선,평화민주당,Lee Chul-yong,100013,남,제13대,48S5387Y,제13대,서울 도봉구을
음,李春九,이춘구,1934-11-18,지역구,4선,민주정의당,"Lee, Choon-koo",100013,남,제13대,EEC7465H,"제11대, 제12대, 제13대, 제14대",충북 제천시
음,李致浩,이치호,1939-07-25,지역구,3선,민주정의당,"Rhee, Chi-ho",100013,남,제13대,P1G3654N,"제11대, 제12대, 제13대",대구 수성구
음,李台燮,이태섭,1939-05-21,지역구,4선,민주정의당,"Lee, Tae-sup",100013,남,제13대,7LS7395X,"제10대, 제11대, 제13대, 제15대",서울 강남구을
음,李澤錫,이택석,1935-12-07,지역구,3선,신민주공화당,"Lee, Taek-seok",100013,남,제13대,VU95307T,"제13대, 제14대, 제15대",경기 고양
음,李鶴捧,이학봉,1938-05-15,지역구,초선,민주정의당,Lee Hak-bong,100013,남,제13대,EHX6431X,제13대,"경남 김해시,군"
음,李漢東,이한동,1934-12-05,지역구,6선,민주정의당,"Lee, Han-dong",100013,남,제13대,NUX49887,"제11대, 제12대, 제13대, 제14대, 제15대, 제16대",경기 연천군포천군
음,李海龜,이해구,1937-09-10,지역구,4선,무소속,"Lee, Hae-koo",100013,남,제13대,WMD2190C,"제13대, 제14대, 제15대, 제16대",경기 안성군
음,李海瓚,이해찬,1952-07-10,지역구,7선,평화민주당,LEE HAECHAN,100013,남,제13대,9ZP9014Q,"제13대, 제14대, 제15대, 제16대, 제17대, 제19대, 제20대",서울특별시 관악구을
음,李幸九,이행구,1821-09-29,전국구,초선,통일민주당,Lee Haeng-goo,100013,남,제13대,SJD28100,제13대,
음,李協,이협,1941-04-19,지역구,4선,평화민주당,Lee Hyup,100013,남,제13대,BJG5829N,"제13대, 제14대, 제15대, 제16대",전북 이리시
음,李炯培,이형배,1938-12-27,전국구,3선,평화민주당,"Lee, Hyoung-bae",100013,남,제13대,SW948730,"제11대, 제13대, 제15대",
음,李熺逸,이희일,1931-03-07,전국구,초선,신민주공화당,Lee Hee-il,100013,남,제13대,XVI10805,제13대,
음,李熙天,이희천,1927-11-03,지역구,재선,평화민주당,Lee Hee-chun,100013,남,제13대,GXC8936S,"제13대, 제14대",전북 부안군
음,林茂雄,임무웅,1942-07-02,지역구,초선,민주정의당,Lim Moo-woong,100013,남,제13대,E9Y1902O,제13대,경기 부천시중구
음,林仁圭,임인규,1939-11-18,전국구,초선,민주정의당,Lim In-kyu,100013,남,제13대,OPX8066S,제13대,
음,林春元,임춘원,1938-03-01,지역구,3선,평화민주당,Lim Choon-won,100013,남,제13대,EWB4602W,"제12대, 제13대, 제14대",서울 서대문구을
음,張慶宇,장경우,1942-04-12,지역구,3선,민주정의당,"Chang, Kyung-woo",100013,남,제13대,3W52243S,"제11대, 제13대, 제14대",경기 안산시옹진
음,張石和,장석화,1945-11-10,지역구,재선,통일민주당,Chang Suk-hwa,100013,남,제13대,31E2086R,"제13대, 제14대",서울 영등포구갑
음,張永喆,장영철,1936-10-28,지역구,3선,민주정의당,"Chang, Yung-chul",100013,남,제13대,UWX81091,"제13대, 제14대, 제15대","경북 성주,칠곡군"
음,田瑢源,전용원,1944-04-24,지역구,3선,민주정의당,"Jun, Yong-won",100013,남,제13대,C6N4172N,"제13대, 제15대, 제16대",경기 구리시
음,鄭均桓,정균환,1943-07-23,지역구,4선,평화민주당,"Chung, Kyun-hwan",100013,남,제13대,2PO2218L,"제13대, 제14대, 제15대, 제16대",전북 고창군
음,鄭基榮,정기영,1928-10-22,전국구,초선,평화민주당,Jung Ki-young,100013,남,제13대,8L08506K,제13대,
음,鄭大哲,정대철,1944-01-04,지역구,5선,평화민주당,"Chyung, Dai-chul",100013,남,제13대,LU06564Z,"제9대, 제10대, 제13대, 제14대, 제16대",서울 중구
음,鄭東星,정동성,1939-07-08,지역구,4선,민주정의당,"Jong, Dong-song",100013,남,제13대,VFP5558B,"제10대, 제11대, 제12대, 제13대",경기 여주
음,鄭東允,정동윤,1937-12-07,지역구,재선,민주정의당,"Chung, Dong-yun",100013,남,제13대,BM974630,"제12대, 제13대","경북 영천시,군"
음,鄭東鎬,정동호,1936-11-05,지역구,재선,민주정의당,Chung Dong-ho,100013,남,제13대,ALJ2881B,"제13대, 제14대","경남 의령,함안군"
양,鄭夢準,정몽준,1951-10-17,지역구,7선,무소속,CHUNG Mong Joon,100013,남,제13대,5YX7831C,"제13대, 제14대, 제15대, 제16대, 제17대, 제18대, 제19대",경남 울산시동구
음,鄭相九,정상구,1925-04-28,지역구,5선,통일민주당,"Chung, Sang-koo",100013,남,제13대,HFG6145J,"제5대, 제7대, 제12대, 제13대, 제15대",부산 남구을
음,鄭祥容,정상용,1950-01-05,지역구,재선,평화민주당,Chung Sang-yong,100013,남,제13대,QJ74422A,"제13대, 제14대",광주 서구갑
음,鄭石謨,정석모,1929-03-03,전국구,6선,민주정의당,"Chung, Suk-mo",100013,남,제13대,8OR4908W,"제10대, 제11대, 제12대, 제13대, 제14대, 제15대",
음,鄭順德,정순덕,1935-11-05,지역구,4선,민주정의당,"Chung, Soon-Duk",100013,남,제13대,6QR2160X,"제11대, 제12대, 제13대, 제14대","경남 충무시,통영,고성군"
음,鄭始鳳,정시봉,1916-12-07,전국구,재선,신민주공화당,"Chung, Si-bong",100013,남,제13대,UUT73651,"제12대, 제13대",
음,鄭雄,정웅,1928-04-17,지역구,초선,평화민주당,Chung Woong,100013,남,제13대,EPZ3759Y,제13대,광주 북구
음,鄭一永,정일영,1944-03-20,지역구,재선,신민주공화당,"Jeong, Ill-young",100013,남,제13대,UBR50068,"제13대, 제15대",충남 천안시
음,鄭在文,정재문,1936-10-31,지역구,5선,통일민주당,"Chung, Jey-moon",100013,남,제13대,QL63675M,"제12대, 제13대, 제14대, 제15대, 제16대",부산 부산진구갑
음,鄭貞薰,정정훈,1934-11-15,지역구,재선,통일민주당,"Chung, Jung-hoon",100013,남,제13대,CCP79626,"제11대, 제13대",인천 북구갑
음,鄭宗澤,정종택,1935-02-20,지역구,3선,민주정의당,"Chung, Chong-teck",100013,남,제13대,EUJ8925R,"제11대, 제12대, 제13대",충북 청주시갑
음,鄭昌和,정창화,1940-08-02,지역구,5선,민주정의당,"Chung, Chang-wha",100013,남,제13대,NBM68293,"제11대, 제12대, 제13대, 제15대, 제16대",경북 의성군
음,丁海男,정해남,1943-09-19,지역구,초선,민주정의당,,100013,남,제13대,6OE6093D,제13대,"경기 김포,강화"
음,鄭鎬溶,정호용,1932-09-10,지역구,재선,민주정의당,Chung Ho-yong,100013,남,제13대,UOQ61895,"제13대, 제14대",대구 서구갑
음,趙庚穆,조경목,1937-06-26,전국구,재선,민주정의당,"Cho, Kyung-mok",100013,남,제13대,AKW5267O,"제12대, 제13대",
음,趙南煜,조남욱,1933-08-16,전국구,초선,민주정의당,Cho Nam Wook,100013,남,제13대,71F9857P,제13대,
음,曺萬厚,조만후,1949-10-09,지역구,초선,통일민주당,Cho Man-hoo,100013,남,제13대,FYA2094A,제13대,경남 진주시
음,趙富英,조부영,1936-02-09,지역구,3선,신민주공화당,Cho Boo-young,100013,남,제13대,PY75021S,"제13대, 제14대, 제16대","충남 청양,홍성군"
음,趙世衡,조세형,1931-08-22,지역구,4선,평화민주당,"Cho, Se-hyung",100013,남,제13대,ACT1860R,"제10대, 제13대, 제14대, 제15대",서울 성동구을
음,趙淳昇,조순승,1929-03-22,지역구,3선,평화민주당,"Cho, Soon-sung",100013,남,제13대,RAU77180,"제13대, 제14대, 제15대","전남 구례,승주"
음,趙昇衡,조승형,1934-09-26,전국구,초선,평화민주당,Cho Seung-hyung,100013,남,제13대,12S7035O,제13대,
음,趙榮藏,조영장,1941-10-18,지역구,재선,민주정의당,Cho Young-jang,100013,남,제13대,NBE5106U,"제13대, 제14대",인천 서구
음,趙尹衡,조윤형,1932-11-26,지역구,6선,평화민주당,Chough Yoon-hyung,100013,남,제13대,BPU25498,"제5대, 제6대, 제7대, 제8대, 제13대, 제14대",서울 성북구을
음,趙贊衡,조찬형,1938-07-25,지역구,재선,평화민주당,"Cho, Chan-hyoung",100013,남,제13대,AM25401F,"제13대, 제15대","전북 남원시,군"
음,趙洪奎,조홍규,1943-10-17,지역구,3선,평화민주당,"Cho, Hong-kyu",100013,남,제13대,R3D8899N,"제13대, 제14대, 제15대",광주 광산구
음,曺喜澈,조희철,1928-06-10,전국구,초선,평화민주당,Cho Hi-cheol,100013,남,제13대,2CV2451U,제13대,
음,池連泰,지연태,1928-02-15,전국구,재선,민주정의당,Chi Youn-tai ,100013,남,제13대,BHU7979V,"제12대, 제13대",
음,蔡汶植,채문식,1925-01-16,전국구,6선,민주정의당,"Chae, Mun-shick",100013,남,제13대,PNI51919,"제8대, 제9대, 제10대, 제11대, 제12대, 제13대",
음,蔡映錫,채영석,1934-12-07,지역구,3선,평화민주당,"Chae, Young-suk",100013,남,제13대,P1T31301,"제13대, 제14대, 제15대",전북 군산시
음,崔珏圭,최각규,1933-11-03,지역구,초선,신민주공화당,Choi Gak-kyu,100013,남,제13대,OFA8515J,제13대,강원 강릉시
음,崔箕善,최기선,1945-05-15,지역구,초선,통일민주당,Choi Ki-sun,100013,남,제13대,5SH5466E,제13대,경기 부천시남구
음,崔洛道,최락도,1938-01-18,지역구,3선,평화민주당,"Chol, Rak-do",100013,남,제13대,7GJ2564V,"제12대, 제13대, 제14대",전북 김제
음,崔戊龍,최무룡,1928-02-25,지역구,초선,신민주공화당,Choi Moo-ryong,100013,남,제13대,KD636919,제13대,경기 파주
음,崔鳳九,최봉구,1940-02-21,전국구,초선,평화민주당,Choi Bong-goo,100013,남,제13대,DWY2922R,제13대,
음,崔祥鎭,최상진,1941-07-05,전국구,재선,민주자유당,"Choi, Sang-jin",100013,남,제13대,YN365468,"제12대, 제13대",
음,崔泳謹,최영근,1922-04-24,전국구,3선,평화민주당,Choi Yeoung-kun,100013,남,제13대,2RB25984,"제5대, 제6대, 제13대",
음,崔雲芝,최운지,1927-09-15,지역구,3선,민주정의당,Choi Woon-ji,100013,남,제13대,WRP6148P,"제12대, 제13대, 제14대",대구 서구을
음,崔二鎬,최이호,1934-01-25,전국구,초선,통일민주당,Choi Ee-ho,100013,남,제13대,8J644357,제13대,
음,崔在旭,최재욱,1940-10-01,전국구,재선,민주정의당,Choi jae-wook,100013,남,제13대,95S94954,"제13대, 제14대",
음,崔正植,최정식,1929-02-11,지역구,초선,통일민주당,Choi Joung-sick,100013,남,제13대,HRZ2823G,제13대,강원 속초시고성군
음,崔昌潤,최창윤,1939-09-07,전국구,초선,민주정의당,Choi Chang-yoon,100013,남,제13대,C0E9428E,제13대,
음,崔炯佑,최형우,1935-10-15,지역구,6선,통일민주당,"Choi, Hyung-woo",100013,남,제13대,XAB5157V,"제8대, 제9대, 제10대, 제13대, 제14대, 제15대",부산 동래구을
음,崔薰,최훈,1928-07-08,지역구,재선,평화민주당,Chol Fun,100013,남,제13대,GIZ16849,"제12대, 제13대",서울 동대문구갑
음,韓光玉,한광옥,1942-01-29,지역구,4선,평화민주당,"Han, Gwang-ok",100013,남,제13대,0EI5067Y,"제11대, 제13대, 제14대, 제15대",서울 관악구갑
음,韓昇洙,한승수,1936-12-28,지역구,3선,민주정의당,"Han, Seung-soo",100013,남,제13대,AML4805R,"제13대, 제15대, 제16대",강원 춘천시
음,咸鍾漢,함종한,1944-01-08,지역구,3선,민주정의당,"Hahm, Jong-han",100013,남,제13대,2XE5489Z,"제12대, 제13대, 제15대",강원 원주시
음,許京萬,허경만,1938-03-04,지역구,5선,평화민주당,"Huh, Kyung-man",100013,남,제13대,8DK5346K,"제10대, 제11대, 제12대, 제13대, 제14대",전남 순천시
음,許萬基,허만기,1929-04-04,전국구,초선,평화민주당,Huh Man-gee,100013,남,제13대,7JO4216B,제13대,
음,許在弘,허재홍,1936-12-26,지역구,재선,통일민주당,Hur Jae-hong,100013,남,제13대,MEE6240E,"제13대, 제14대",부산 남구갑
음,許拓,허탁,1935-12-21,지역구,초선,무소속,Heo Tak,100013,남,제13대,J9B7924I,제13대,"충북 진천,음성군"
음,洪起薰,홍기훈,1953-02-06,지역구,재선,평화민주당,Hong Ki-hoon,100013,남,제13대,XAT10663,"제13대, 제14대","전남 곡성,화순군"
음,洪世基,홍세기,1929-03-15,전국구,초선,민주정의당,Hong Se-kie,100013,남,제13대,OG58098B,제13대,
음,洪英基,홍영기,1918-12-03,지역구,5선,평화민주당,Hong Young-kee,100013,남,제13대,9U97658K,"제5대, 제6대, 제8대, 제13대, 제14대","전북 임실군,순창군"
음,洪凞杓,홍희표,1938-02-01,지역구,재선,무소속,"Hong, Hee-pyo",100013,남,제13대,RTU96565,"제12대, 제13대, 제13대",강원 동해시
음,黃珞周,황낙주,1928-03-22,지역구,7선,통일민주당,"Hwang, Nak-joo",100013,남,제13대,7BR2274A,"제8대, 제9대, 제10대, 제12대, 제13대, 제14대, 제15대",경남 창원시
음,黃大鳳,황대봉,1930-04-23,전국구,재선,통일민주당,"Hang, Dae-bong",100013,남,제13대,GMC9494G,"제12대, 제13대",
음,黃明秀,황명수,1927-04-29,지역구,4선,통일민주당,"Hwang, Myung-soo",100013,남,제13대,E5X4403T,"제9대, 제11대, 제13대, 제14대","충남 온양시,아산군"
음,黃昞禹,황병우,1931-10-16,지역구,3선,민주정의당,Hwang Byung-woo,100013,남,제13대,U1P4713Y,"제10대, 제12대, 제13대","경북 청송,영덕"
음,黃秉泰,황병태,1935-02-20,지역구,재선,통일민주당,"Hwang, Byung-tai",100013,남,제13대,YP610287,"제13대, 제15대",서울 강남구갑
음,黃性均,황성균,1936-06-25,지역구,재선,민주정의당,"Hwang, Seong-gyun",100013,남,제13대,6JD7752M,"제13대, 제15대",경남 삼천포 사천
음,黃潤錤,황윤기,1935-03-03,지역구,재선,민주정의당,Hwang Yoon-ki,100013,남,제13대,IAB1039R,"제13대, 제14대",경북 월성
음,黃哲秀,황철수,1926-03-10,지역구,초선,민주정의당,"Hwang, Chul-su",100013,남,제13대,PE09728Y,제13대,"경기 과천시,시흥군"
음,姜慶植,강경식,1936-05-10,지역구,3선,민주자유당,"Kang, Kyong-shik",100014,남,제14대,85U15859,"제12대, 제14대, 제15대",부산 동래구갑
음,姜富子,강부자,1941-02-08,전국구,초선,통일국민당,Kang Boo-ja,100014,여,제14대,RIE23920,제14대,
음,姜三載,강삼재,1952-07-01,지역구,5선,민주자유당,"Kang, Sam-jae",100014,남,제14대,35I30124,"제12대, 제13대, 제14대, 제15대, 제16대",경남 마산시회원구
음,姜善泳,강선영,1925-03-30,전국구,초선,민주자유당,"Chun, Ja-kang",100014,여,제14대,P5B5484Y,제14대,
음,姜秀淋,강수림,1947-04-13,지역구,초선,민주당,"Kang, Soo-lim",100014,남,제14대,KY92872I,제14대,서울 성동구병
음,姜信玉,강신옥,1936-11-28,전국구,재선,민주자유당,"Kang, Sin-ok",100014,남,제14대,1KZ38436,"제13대, 제14대",
음,姜信祚,강신조,1935-01-04,지역구,초선,민주자유당,"Kang, Shin-joe",100014,남,제14대,L8X15139,제14대,"경북 영양,봉화군"
음,康容植,강용식,1939-05-08,전국구,3선,민주자유당,"Kang, Yong-sik",100014,남,제14대,3QR9592J,"제12대, 제14대, 제15대",
음,康祐赫,강우혁,1938-01-20,지역구,재선,민주자유당,"Kang, Woo-hyuk",100014,남,제14대,GZS38403,"제13대, 제14대",인천 남동구
음,姜仁燮,강인섭,1936-08-20,전국구,재선,민주자유당,"Kang, In-sup",100014,남,제14대,CHV1403B,"제14대, 제16대",
음,姜在涉,강재섭,1948-03-28,지역구,5선,민주자유당,"Kang, Jae-sup",100014,남,제14대,IU67432G,"제13대, 제14대, 제15대, 제16대, 제17대",대구 서구을
음,姜昌成,강창성,1927-09-01,전국구,재선,민주당,"Kang, Chang-sung",100014,남,제14대,MFE1178B,"제14대, 제16대",
음,姜昌熙,강창희,1946-08-03,지역구,6선,무소속,KANG Chang Hee,100014,남,제14대,PAQ11014,"제11대, 제12대, 제14대, 제15대, 제16대, 제19대",대전 중구
음,姜喆善,강철선,1934-07-11,지역구,초선,민주당,"Kang, Chul-sun",100014,남,제14대,EBP9450V,제14대,전북 옥구
음,姜熹瓚,강희찬,1938-04-15,전국구,초선,민주당,"Kang, Hee-chan",100014,남,제14대,VW61947B,제14대,
음,高弘吉,고홍길,1943-12-08,전국구,초선,민주당,Ko Hong-kil,100014,남,제14대,QTZ7784F,제14대,
음,郭泳達,곽영달,1934-12-29,전국구,초선,민주자유당,"Kwak, Young-dal",100014,남,제14대,5VB5225I,제14대,
음,郭正出,곽정출,1937-05-21,지역구,3선,민주자유당,"Kwak, Jung-chul",100014,남,제14대,M7H59614,"제11대, 제12대, 제14대",부산 서구
음,具滋春,구자춘,1932-05-11,지역구,재선,민주자유당,"Koo, Ja-choon",100014,남,제14대,EC995719,"제13대, 제14대","경북 달성,고령군"
음,具昌林,구창림,1941-08-15,전국구,초선,민주자유당,Ku Chang-rim,100014,남,제14대,M3D9071M,제14대,
음,具天書,구천서,1950-02-28,전국구,재선,민주자유당,"Koo, Cheon-seo",100014,남,제14대,3VF81352,"제14대, 제15대",
음,鞠鍾男,국종남,1937-05-08,전국구,초선,민주당,"Cook, Chong-nam",100014,남,제14대,NSK21294,제14대,
음,權魯甲,권노갑,1930-02-18,지역구,3선,민주당,"Kwon, Roh-kap",100014,남,제14대,T1Z9579M,"제13대, 제14대, 제15대",전남 목포시
음,權翊鉉,권익현,1934-02-17,전국구,4선,민주자유당,"Kwon, Ik-hyun",100014,남,제14대,OUK2820Z,"제11대, 제12대, 제14대, 제15대",
음,權海玉,권해옥,1935-08-15,지역구,재선,민주자유당,"Kwon, Hae-ok",100014,남,제14대,O3I2054Z,"제13대, 제14대",경남 합천
음,琴震鎬,금진호,1932-01-20,지역구,초선,민주자유당,"Kum, Jin-ho",100014,남,제14대,MGI63636,제14대,경북 영주시 영풍
